Foreign Language Learning;Aprendizaje de una lengua extranjera
Activating / Generating Knowledge;Activar / generar conocimiento
Pre-Writing Activities;Actividades antes de la escritura
Pre-Reading Activities;Actividades antes de la lectura
Post-Writing Activities;Actividades después de la escritura
Post-Speaking activities;Actividades después de la expresión oral
Post-Reading Activities;Actividades después de la lectura
During Listening activities;Actividades durante la comprensión auditiva
During Writing Activities;Actividades durante la escritura
During Reading activities;Actividades durante la expresión oral
During Reading Activities;Actividades durante la lectura
Code Switching;Alternancia de código
Critical Analysis / Reflection;Análisis crítico / reflexión
Style / Error Analysis;Análisis de estilo / errores
Sentence Analysis;Análisis de frases
Word Analysis;Análisis de palabras
Vocabulary Analysis;Análisis de vocabulario
Descriptive Analysis;Análisis descriptivo
Semantic Analysis;Análisis semántico
Literature Circles / Book Clubs;Círculos de literatura / clubes de lectura
Sharing;Compartir
Sharing / Collaborating;Compartir / colaborar
Completing Scales;Completar escalas
Sentence Composing;Componer frases
Listening;Comprensión auditiva
Vocabulary Awareness;Conocimiento sobre vocabulario
Consulting Resources;Consultar recursos
Creating Text-Related Artifacts;Crear artefactos relacionados con el texto
Reading Discussion;Discusión sobre le lectura
Discussion;Discusión, debate
Editing;Editar
Choosing Form / Genre;Elegir tipo / género
Language Errors;Errores lingüísticos
Writing Fiction;Escribir ficción
Writing Nonfiction;Escribir no ficción
Writing Other Forms of Text;Escribir otros tipos de texto
Writing;Escritura
Freewriting / Guided Freewriting;Escritura libre / escritura libre guiada
Listening Actively;Escucha activa
Listening Passively;Escucha pasiva
Whole Class Literature Study;Estudio de la literatura de toda la clase
Evaluating / Criticizing Speech / Production;Evaluar / criticar el discurso / producción
Speaking;Expresión oral
Speaking / Speech;Expresión oral / discurso
Doodling;Garabatear
Grammar;Gramática
Making Predictions;Hacer predicciones
Drafting;Hacer un borrador
Identifying Purpose / Audience;Identificar propósito / audiencia
Multimodal / Multimedia Interaction;Interacción multimodal / multimedia
Researching;Investigar
Reading;Lectura
Literature Reading;Lectura de literatura
Nonfiction Reading;Lectura de no ficción
Directed / Guided Reading;Lectura dirigida / guiada
Dramatic Reading / Reader’s Theater;Lectura dramatizada / teatro de lectores
Independent Reading;Lectura independiente
Sustained Silent Reading;Lectura prolongada en silencio
Reading Other Forms of Text;Leer otros tipos de texto
Mechanics;Mecánica
Sequencing / Outlining / Storyboarding;Ordenar / resumir / hacer storyboards
Organizing Ideas for Writing Activities;Organización de ideas para actividades de escritura
Spelling;Ortografía
Quizzing / Testing;Preguntar / Examinar
Publishing;Publicar
Reconstituting / Reconsidering Text;Reconstruir / reconsiderar el texto
Rereading;Relectura
Performance / Production;Representación / producción
Performing;Representar
Summarizing;Resumir
Conferencing;Reunirse
Revising;Revisar
Webbing / Clustering / Semantic Mapping;Tejer redes / agrupamiento / mapeo semántico
Higher-order Webbing / Clustering;Tejer redes / agrupamiento de orden superior
Note Taking;Tomar notas
Brainstorming/Listing;Tormenta de ideas / Listado
Translation;Traducción
Usage;Uso
Vocabulary Use;Uso del vocabulario
Vocabulary;Vocabulario

